,experience (time),turnover,female,age,industry,profession,coach,head_female,greywage,foot,extraversion,independ,selfcontrol,anxiety,novator,bus,car,Company
221,21.61806982,1,0,37.0,manufacture,manage,0,0,1,0,3.8,4.8,4.9,7.1,6.7,1,0,"Mettler-toledo international, inc"
222,39.06365503,1,1,31.0,manufacture,HR,1,1,0,0,6.2,4.8,4.1,4.8,5.2,1,0,"Mettler-toledo international, inc"
223,138.9404517,0,1,30.0,RealEstate,BusinessDevelopment,1,0,0,1,5.4,6.9,2.6,5.6,8.3,0,0,Metrovacesa
224,23.6550308,1,0,26.0,manufacture,Engineer,1,0,0,0,4.6,5.5,8.7,5.6,1.3,1,0,Simon
225,20.56673511,1,0,33.0,Banks,etc,0,0,0,0,6.2,4.1,3.3,8.7,9.8,0,1,Unicredit
226,94.12731006,0,1,25.0,Retail,HR,0,0,1,0,6.2,3.4,6.4,6.3,7.5,0,1,Tape à l'oeil
227,2.102669405,0,1,32.0,etc,Marketing,1,0,0,1,5.4,5.5,3.3,7.9,8.3,0,0,Uefa
228,96.65708419,0,1,36.0,Retail,HR,0,0,0,0,6.2,6.2,5.7,4.0,5.2,0,1,Caprabo
229,34.49691992,0,1,38.0,Building,HR,0,0,0,0,1.4,4.8,5.7,6.3,6.7,0,1,Xervon gmbh
230,46.78439425,1,1,23.0,Retail,Marketing,1,1,0,0,3.0,6.2,8.7,4.8,6.0,0,1,Coin
231,80.16427105,1,1,26.0,State,manage,0,1,0,1,4.6,5.5,8.0,4.8,5.2,0,0,Caisse des dépôts
232,11.89322382,1,1,24.0,Banks,HR,0,1,0,1,7.8,6.2,4.9,1.7,3.7,0,0,Unicredit
233,79.86858316,1,1,25.0,Retail,HR,0,0,0,0,7.8,6.9,3.3,3.3,5.2,1,0,Global intergold
234,2.201232033,1,1,33.0,Banks,HR,0,1,0,0,5.4,6.2,7.2,2.5,5.2,0,1,Credit suisse
235,16.82135524,0,1,32.0,Pharma,Sales,0,1,0,0,5.4,7.6,8.7,2.5,2.9,1,0,Cromsource
236,6.045174538,0,1,44.0,Banks,HR,0,1,0,0,4.6,4.8,8.7,4.8,6.0,0,1,Banco santander
237,1.741273101,1,1,24.0,Consult,Consult,0,1,1,0,6.2,4.8,8.0,4.0,2.9,1,0,Soges s.p.a.
238,24.18069815,1,1,23.0,manufacture,HR,1,1,0,0,6.2,3.4,6.4,4.8,3.7,1,0,"Mettler-toledo international, inc"
239,38.01232033,0,1,25.0,manufacture,HR,0,1,0,0,6.2,3.4,6.4,4.8,3.7,1,0,Imtech
240,5.749486653,1,1,34.0,etc,HR,0,0,0,0,8.6,5.5,1.0,6.3,9.8,0,1,Uefa
241,12.02464066,1,0,30.0,Retail,Sales,0,0,1,0,5.4,4.1,4.9,6.3,6.0,0,1,Coin
242,8.31211499,1,1,29.0,State,Teaching,0,1,0,1,9.4,5.5,3.3,3.3,5.2,0,0,Comune di modena
243,15.21149897,1,1,30.0,Mining,HR,1,1,0,0,4.6,6.9,7.2,3.3,6.7,0,1,Dunlop conveyor belting
244,93.9301848,0,1,29.0,IT,HR,0,1,0,0,4.6,7.6,7.2,2.5,4.4,1,0,Linkbynet
245,27.56468172,0,1,26.0, HoReCa,HR,1,1,0,0,3.0,6.9,7.2,4.8,5.2,0,1,Buffalo grill
246,49.14989733,1,1,28.0,Retail,HR,1,0,0,0,7.8,6.9,4.1,3.3,7.5,1,0,Global intergold
247,86.6036961,1,1,33.0, HoReCa,HR,1,0,0,0,3.8,8.4,8.0,4.0,4.4,1,0,Buffalo grill
248,86.6036961,1,1,33.0, HoReCa,HR,1,0,0,0,4.6,9.1,4.9,3.3,2.9,1,0,Buffalo grill
249,53.35523614,1,1,27.0,Retail,HR,0,0,0,1,7.0,5.5,4.9,6.3,8.3,0,0,Tape à l'oeil
250,139.0718686,1,1,32.0,State,Teaching,0,1,0,0,7.8,4.8,4.1,3.3,7.5,1,0,Comune di modena
251,28.35318275,1,1,31.0,Banks,HR,0,1,1,0,7.0,6.2,1.0,9.4,7.5,1,0,Banco santander
252,23.12936345,0,1,23.0,Retail,HR,1,1,0,0,6.2,4.8,7.2,4.0,6.7,1,0,Caprabo
253,15.14579055,1,0,22.0,PowerGeneration,etc,0,0,0,0,6.2,2.6,7.2,5.6,6.7,1,0,Mbp group
254,160.0657084,1,1,24.0,Telecom,HR,0,0,0,0,1.0,6.9,9.5,4.8,7.5,1,0,Netcologne
255,19.71252567,1,1,23.0,Retail,Sales,1,1,0,0,7.0,4.8,4.1,5.6,6.7,1,0,Tape à l'oeil
256,16.82135524,0,1,32.0,Retail,HR,0,1,0,0,3.0,4.1,7.2,7.1,8.3,1,0,Caprabo
257,15.86858316,0,0,42.0,manufacture,BusinessDevelopment,0,0,0,0,1.4,4.1,9.5,7.1,5.2,0,1,Groupe delta dore
258,70.30800821,1,0,22.0,PowerGeneration,Marketing,0,0,0,0,5.4,4.1,8.7,4.0,2.1,1,0,Sma solar technology ag
259,2.792607803,1,0,39.0,Banks,BusinessDevelopment,0,1,0,0,7.8,4.8,1.8,8.7,8.3,1,0,Société générale
260,13.01026694,1,0,34.0,etc,HR,0,0,1,0,3.8,2.6,8.0,9.4,6.0,1,0,Uefa
261,88.90349076,0,1,30.0,State,HR,0,0,0,0,4.6,2.6,7.2,7.1,6.7,1,0,Ayuntamiento de malaga
262,123.0718686,1,1,28.0,Retail,Marketing,0,1,0,0,3.0,8.4,3.3,7.9,8.3,0,1,Coop
263,59.99178645,0,1,31.0,Retail,BusinessDevelopment,0,0,0,0,4.6,4.8,8.0,4.8,6.7,0,1,Intertoys
264,59.99178645,0,1,31.0,Retail,BusinessDevelopment,0,0,0,0,6.2,6.9,7.2,4.8,5.2,0,1,Tape à l'oeil
265,26.67761807,1,1,32.0,etc,HR,1,1,0,0,3.0,8.4,7.2,6.3,7.5,1,0,Mcfit global group gmbh
266,18.00410678,0,1,40.0,manufacture,HR,0,0,0,0,3.0,6.9,4.9,5.6,6.0,1,0,Simon
267,16.59137577,1,1,22.0,IT,manage,1,1,0,0,8.6,6.2,2.6,5.6,9.8,1,0,Linkbynet
268,2.759753593,1,1,41.0,Banks,HR,0,0,0,0,3.8,8.4,2.6,4.8,7.5,1,0,Société générale
269,23.68788501,1,1,24.0,manufacture,HR,1,1,1,0,3.0,4.8,7.2,7.9,5.2,1,0,Siemens
270,23.68788501,1,1,24.0,manufacture,HR,1,1,1,0,3.0,5.5,5.7,7.1,5.2,1,0,Carel
271,16.42710472,1,1,26.0,etc,Engineer,0,0,0,0,6.2,5.5,3.3,6.3,8.3,1,0,Teatro alla scala
272,45.96303901,1,1,36.0,RealEstate,manage,0,0,0,0,5.4,5.5,7.2,4.8,4.4,1,0,Metrovacesa
273,12.02464066,1,0,30.0,Retail,Sales,0,0,1,0,5.4,4.1,4.9,6.3,6.0,0,1,General optica
274,73.65913758,1,1,30.0,Retail,HR,1,1,0,0,4.6,4.8,5.7,8.7,6.0,1,0,Zooplus ag
275,2.759753593,0,1,31.0,IT,HR,0,0,0,0,7.0,3.4,8.0,7.9,6.0,1,0,Giesecke & devrient
276,26.94045175,1,1,24.0,Pharma,HR,0,1,0,0,5.4,4.8,4.9,4.8,5.2,1,0,Cromsource
277,2.431211499,1,1,28.0,IT,HR,0,1,0,0,6.2,3.4,4.9,7.9,7.5,1,0,Marktel
278,68.27104723,1,1,24.0,etc,PR,0,1,0,1,7.0,4.1,2.6,7.9,7.5,0,0,Uefa
279,68.27104723,1,1,24.0,etc,PR,0,1,0,1,7.8,6.2,2.6,5.6,6.7,0,0,Uefa
280,1.642710472,1,1,44.0,etc,HR,0,0,0,0,4.6,7.6,5.7,2.5,6.0,1,0,Uefa
281,76.15605749,0,1,24.0,Retail,HR,1,0,0,0,7.0,6.2,1.8,6.3,7.5,0,1,Tape à l'oeil
282,12.35318275,1,0,39.0,Retail,manage,0,0,0,0,6.2,3.4,6.4,6.3,7.5,0,1,Sarenza
283,58.21765914,0,1,35.0,Telecom,BusinessDevelopment,1,1,0,0,8.6,5.5,3.3,4.8,6.7,1,0,Netcologne
284,32.49281314,1,1,40.0,Retail,HR,0,0,0,0,6.2,6.2,5.7,4.8,7.5,0,1,Sarenza
285,6.275154004,1,1,30.40033257,Retail,Marketing,1,1,0,0,7.8,6.2,4.9,4.0,8.3,1,0,Sarenza
286,5.026694045,1,1,26.0,Banks,HR,0,1,1,0,4.6,6.2,5.7,4.0,6.0,1,0,Société générale
287,5.026694045,1,1,26.0,Banks,HR,0,1,1,0,4.6,5.5,6.4,5.6,5.2,1,0,Ing
288,22.66940452,0,1,31.0,etc,HR,0,1,0,0,5.4,5.5,4.9,5.6,6.7,1,0,Teatro real
289,27.36755647,0,1,26.0,IT,HR,1,1,0,0,9.4,6.2,2.6,4.0,6.0,1,0,Marktel
290,27.36755647,0,1,26.0,IT,HR,1,1,0,0,6.2,7.6,4.1,3.3,6.7,1,0,Linkbynet
291,150.1437372,1,1,33.0,Pharma,HR,0,1,0,0,5.4,3.4,5.7,7.1,5.2,0,1,Cromsource
292,53.2238193,0,1,23.0,Consult,HR,1,1,0,1,8.6,5.5,2.6,4.8,7.5,0,0,Soges s.p.a.
293,5.9137577,0,1,32.0,Retail,HR,0,1,0,0,3.8,6.2,8.0,4.0,6.7,1,0,Coin
294,53.97946612,1,0,28.0,etc,IT,0,0,0,0,7.8,6.9,2.6,6.3,7.5,1,0,Mcfit global group gmbh
295,73.82340862,0,1,26.0,Retail,etc,0,0,0,0,10.0,5.5,2.6,6.3,6.7,0,1,Sarenza
296,27.49897331,1,1,27.0,etc,HR,0,1,0,0,3.8,1.9,9.5,7.1,2.1,1,0,Mcfit global group gmbh
297,44.48459959,0,0,22.0,IT,IT,1,0,0,1,4.6,2.6,6.4,9.4,6.0,0,0,Sita
298,54.01232033,1,0,37.0,IT,IT,0,0,0,0,10.0,3.4,3.3,6.3,10.0,1,0,Giesecke & devrient
299,8.574948665,1,0,38.0,Agriculture,HR,0,1,0,0,4.6,4.1,4.1,8.7,8.3,1,0,Syngenta
300,64.29568789,1,0,44.0,Retail,Sales,0,0,1,0,2.2,5.5,8.7,7.1,6.7,1,0,Action
301,27.23613963,0,1,27.0,etc,etc,0,0,0,0,7.0,6.9,5.7,3.3,6.7,1,0,Uefa
302,23.9835729,1,1,23.0,Agriculture,Consult,1,0,0,0,4.6,6.9,7.2,3.3,2.1,1,0,Syngenta
303,23.9835729,1,1,23.0,Agriculture,Consult,1,0,0,0,4.6,6.9,7.2,2.5,2.9,1,0,Syngenta
304,23.9835729,1,1,23.0,Agriculture,Consult,1,0,0,0,4.6,6.9,7.2,3.3,2.1,1,0,Syngenta
305,23.9835729,1,1,23.0,Agriculture,Consult,1,0,0,0,4.6,6.9,7.2,2.5,2.9,1,0,Syngenta
306,37.78234086,1,1,34.0,Building,HR,1,1,0,0,4.6,2.6,5.7,7.9,7.5,1,0,Xervon gmbh
307,17.80698152,0,0,23.0,Telecom,Engineer,0,0,1,0,3.8,9.1,8.7,4.8,5.2,1,0,Vodafoneziggo
308,95.44147844,0,1,25.0,Retail,HR,0,0,1,0,6.2,3.4,6.4,6.3,7.5,1,0,Tape à l'oeil
309,27.59753593,0,1,26.0,Retail,HR,0,1,0,0,4.6,6.2,5.7,6.3,4.4,1,0,Sarenza
310,27.59753593,0,1,26.0,Retail,HR,0,1,0,0,3.8,4.1,8.7,7.9,5.2,1,0,Tape à l'oeil
311,72.41067762,0,1,30.0,Retail,etc,0,1,1,0,6.2,2.6,6.4,5.6,6.0,1,0,Coin
312,2.98973306,1,0,45.0,Telecom,BusinessDevelopment,1,0,0,0,3.0,8.4,7.2,7.1,6.0,1,0,Vodafoneziggo
313,11.53182752,0,1,31.0,transport,Consult,0,0,0,0,5.4,6.2,6.4,4.0,3.7,1,0,Sbb cargo
314,11.53182752,0,1,31.0,transport,Consult,0,0,0,0,3.8,3.4,8.0,6.3,6.0,1,0,Sbb cargo
315,23.52361396,1,1,36.0,manufacture,etc,1,1,0,1,4.6,4.1,4.9,5.6,3.7,0,0,Imtech
316,23.52361396,1,1,36.0,manufacture,etc,1,1,0,1,6.2,4.8,5.7,4.0,2.9,0,0,Imtech
317,40.04928131,0,1,29.0,PowerGeneration,Commercial,0,0,1,0,5.4,6.2,4.1,5.6,8.3,0,1,Mbp group
318,54.04517454,1,1,30.0,Telecom,HR,1,1,0,1,5.4,4.1,4.9,8.7,7.5,0,0,Vodafoneziggo
319,20.92813142,1,1,23.0,manufacture,Engineer,1,0,0,0,3.0,6.9,5.7,7.9,5.2,1,0,Carel
320,20.92813142,1,1,23.0,manufacture,Engineer,1,0,0,0,4.6,6.9,7.2,4.8,5.2,1,0,Siemens
321,11.99178645,1,1,27.0,Retail,HR,1,1,0,0,6.2,6.9,3.3,4.8,6.7,1,0,Caprabo
322,44.97741273,1,0,29.0,Consult,HR,0,0,0,0,3.0,4.8,4.9,6.3,7.5,0,1,Soges s.p.a.
323,14.22587269,1,1,28.0,State,manage,0,1,0,0,7.0,6.9,6.4,2.5,5.2,1,0,Ayuntamiento de malaga
324,58.94045175,0,0,46.0,Consult,HR,0,1,0,0,3.0,6.2,8.0,5.6,3.7,1,0,Soges s.p.a.
325,61.73305955,1,0,23.0,State,Law,1,0,0,0,4.6,6.9,7.2,3.3,2.1,0,1,Caisse des dépôts
326,61.73305955,1,0,23.0,State,Law,1,0,0,0,4.6,6.9,7.2,2.5,2.9,0,1,Caisse des dépôts
327,140.9445585,0,1,26.0,Building,HR,0,0,0,1,3.8,1.9,8.7,6.3,4.4,0,0,Xervon gmbh
328,140.9445585,0,1,26.0,Building,HR,0,0,0,1,5.4,2.6,8.0,7.1,5.2,0,0,Bsk
329,6.176591376,1,1,38.0,transport,HR,0,0,1,0,6.2,6.2,8.0,2.5,3.7,1,0,Systra
330,6.176591376,1,1,38.0,transport,HR,0,0,1,0,4.6,6.2,8.0,4.0,3.7,1,0,Systra
331,94.9486653,1,0,26.0,Retail,IT,0,0,0,0,3.8,7.6,7.2,7.9,4.4,1,0,Global intergold
332,70.17659138,0,1,31.0,Retail,HR,1,1,0,0,4.6,5.5,7.2,3.3,2.9,1,0,Action
333,70.17659138,0,1,31.0,Retail,HR,1,1,0,0,4.6,5.5,7.2,4.8,3.7,1,0,Edeka aktiengesellschaft
334,57.23203285,1,1,36.0,Building,HR,0,1,0,0,3.8,5.5,6.4,5.6,6.0,1,0,Xervon gmbh
335,45.73305955,0,1,33.0,PowerGeneration,HR,1,1,0,0,7.8,6.2,6.4,7.9,6.0,0,1,Sma solar technology ag
336,45.73305955,0,1,33.0,PowerGeneration,HR,1,1,0,0,3.8,3.4,5.7,8.7,7.5,0,1,Sma solar technology ag
337,29.01026694,1,1,28.0,Building,BusinessDevelopment,0,0,0,1,9.4,3.4,4.9,3.3,6.0,0,0,Bsk
338,11.99178645,1,1,27.0,Retail,HR,1,1,0,0,6.2,6.9,3.3,4.8,6.7,1,0,Coop
339,27.36755647,0,1,26.0,Banks,IT,1,0,1,0,6.2,5.5,4.9,5.6,6.7,0,1,Unicredit
340,105.9219713,0,1,28.0,Retail,HR,0,0,0,0,5.4,3.4,7.2,6.3,3.7,1,0,Tape à l'oeil
341,3.449691992,1,1,40.0,Retail,HR,0,0,1,0,6.2,5.5,4.9,4.8,7.5,0,1,Lidl italia
342,4.533880903,1,0,23.0,etc,Marketing,1,0,0,0,1.4,9.8,6.4,3.3,6.0,1,0,Teatro real
343,35.77823409,1,1,22.0,IT,IT,1,0,1,0,7.0,4.1,5.7,5.6,8.3,1,0,Canon nederland n.v.
344,40.31211499,0,1,29.0,manufacture,HR,1,0,0,1,6.2,3.4,4.1,7.9,7.5,0,0,Simon
345,40.31211499,0,1,29.0,manufacture,HR,1,0,0,1,6.2,3.4,4.1,7.9,7.5,0,0,"Mettler-toledo international, inc"
346,2.201232033,1,0,23.0,State,etc,1,0,0,0,6.2,2.6,7.2,6.3,7.5,1,0,Caisse des dépôts
347,40.3449692,0,1,29.0,manufacture,HR,1,0,0,1,6.2,3.4,4.1,7.9,7.5,0,0,Groupe delta dore
348,40.37782341,0,1,29.0,manufacture,HR,1,0,0,1,6.2,3.4,4.1,7.9,7.5,0,0,Siemens
349,11.23613963,1,0,26.0,IT,IT,0,0,0,0,3.8,4.8,6.4,8.7,6.0,1,0,Teoresi s.p.a
350,85.09240246,0,1,26.0,transport,HR,1,1,0,0,7.8,4.8,6.4,4.8,6.0,1,0,Systra
351,9.823408624,1,0,26.0,Building,Engineer,1,0,0,0,4.6,5.5,5.7,8.7,6.0,1,0,Xervon gmbh
352,64.19712526,0,0,19.0,IT,IT,0,0,0,0,4.6,6.2,7.2,5.6,6.0,1,0,Giesecke & devrient
353,14.45585216,0,1,33.0,Retail,HR,0,0,1,0,6.2,4.8,6.4,2.5,4.4,1,0,Tape à l'oeil
354,21.15811088,1,1,24.0,Consult,Consult,1,1,0,0,6.2,4.8,8.0,4.0,2.9,1,0,Vertone
355,28.78028747,0,1,31.0,Retail,Accounting,0,1,0,0,7.0,2.6,7.2,4.8,4.4,1,0,Coin
356,155.1704312,1,1,33.0,Pharma,HR,0,1,0,0,5.4,3.4,5.7,7.1,5.2,0,1,Cromsource
357,13.86447639,1,1,22.0,IT,HR,0,0,0,0,7.0,2.6,7.2,6.3,6.0,1,0,Sita
358,13.01026694,1,1,25.0,Banks,HR,1,0,0,0,9.4,6.2,3.3,2.5,6.7,1,0,Banco santander
359,2.759753593,0,1,28.0,Agriculture,HR,0,0,0,0,6.2,5.5,3.3,6.3,8.3,1,0,Syngenta
360,2.825462012,0,1,32.0,Telecom,HR,0,1,0,0,7.0,5.5,3.3,7.1,6.7,1,0,Netcologne
361,4.008213552,1,1,22.0,transport,HR,0,0,0,0,2.2,8.4,4.9,7.1,6.7,1,0,Systra
362,10.34907598,1,1,37.0,Consult,Finanñe,0,0,0,0,7.0,7.6,2.6,5.6,8.3,1,0,Soges s.p.a.
363,34.03696099,1,1,27.0,Retail,HR,0,1,1,0,7.8,4.8,3.3,5.6,6.7,0,1,Sarenza
364,34.03696099,1,1,27.0,Retail,HR,0,1,1,0,10.0,4.1,1.8,6.3,8.3,0,1,Coin
365,11.95893224,1,1,35.0,Telecom,HR,1,1,0,1,6.2,4.1,6.4,5.6,6.7,0,0,Netcologne
366,164.5667351,0,1,27.0,Telecom,Marketing,0,1,0,0,3.8,4.8,4.9,6.3,5.2,0,1,Vodafoneziggo
367,32.95277207,1,0,24.0,Consult,HR,0,1,0,1,2.2,4.1,6.4,9.4,6.0,0,0,Ebbinge
368,5.32238193,1,1,25.0,Banks,HR,1,1,1,0,5.4,3.4,8.0,6.3,2.1,1,0,Credit suisse
369,40.3449692,1,1,23.0,Banks,IT,1,0,0,0,5.4,6.2,3.3,4.0,6.0,1,0,Unicredit
370,34.23408624,0,1,24.0,IT,HR,1,1,0,0,8.6,6.9,4.9,1.7,4.4,1,0,Linkbynet
371,96.0,1,0,31.0,Retail,IT,0,0,0,0,4.6,2.6,6.4,10.0,4.4,1,0,Zooplus ag
372,7.030800821,1,0,35.0,Retail,Sales,0,0,0,1,5.4,6.2,4.9,4.0,2.9,0,0,Global intergold
373,26.94045175,1,1,21.0,State,PR,0,1,0,0,3.0,5.5,7.2,5.6,2.1,1,0,Comune di modena
374,115.5482546,0,1,19.0,Retail,HR,1,1,0,0,7.0,6.2,5.7,2.5,5.2,1,0,Sarenza
375,28.58316222,1,1,21.0,Consult,HR,1,1,0,0,7.0,9.1,1.8,4.8,6.0,1,0,Ebbinge
376,26.31622177,1,1,24.0,Building,etc,0,0,1,0,5.4,4.1,2.6,7.9,6.0,1,0,Xervon gmbh
377,29.27310062,0,1,35.0,Pharma,HR,1,1,0,0,5.4,4.8,5.7,4.0,3.7,1,0,Cromsource
378,57.82340862,1,0,25.0,Retail,Sales,1,0,0,0,7.0,5.5,4.1,6.3,8.3,0,1,Tape à l'oeil
379,133.9137577,1,0,19.0,manufacture,Accounting,0,1,0,0,6.2,3.4,5.7,7.1,6.7,0,1,Groupe delta dore
380,133.9137577,1,0,19.0,manufacture,Accounting,0,1,0,0,4.6,6.9,5.7,7.1,5.2,0,1,Groupe delta dore
381,39.72073922,0,1,30.40033257,Banks,HR,1,1,0,0,6.2,6.2,4.1,2.5,5.2,1,0,Société générale
382,38.01232033,0,1,35.0,manufacture,HR,0,0,0,0,7.8,1.9,3.3,4.0,6.7,1,0,Imtech
383,27.40041068,0,1,43.0,State,Law,0,0,0,0,4.6,5.5,6.4,4.0,5.2,0,1,Ayuntamiento de malaga
384,25.42915811,1,1,22.0,Consult,HR,1,0,0,0,6.2,4.8,3.3,7.1,9.0,1,0,Soges s.p.a.
385,32.52566735,1,1,48.0,Building,HR,0,0,0,0,6.2,6.2,6.4,3.3,6.7,1,0,Bsk
386,23.2936345,0,1,29.0,IT,IT,1,0,0,0,9.4,6.2,4.1,4.8,7.5,0,1,Giesecke & devrient
387,23.2936345,0,1,29.0,IT,IT,1,0,0,0,7.0,6.2,5.7,4.8,5.2,0,1,Canon nederland n.v.
388,49.28131417,0,1,33.0,PowerGeneration,HR,1,1,0,0,7.8,6.2,6.4,7.9,6.0,0,1,Mbp group
389,49.28131417,0,1,33.0,PowerGeneration,HR,1,1,0,0,3.8,3.4,5.7,8.7,7.5,0,1,Sma solar technology ag
390,18.1026694,1,1,44.0,Retail,HR,0,0,1,0,3.0,6.9,4.1,7.9,5.2,1,0,Coop
391,8.180698152,1,1,24.0,IT,HR,1,0,0,1,7.0,5.5,4.9,4.8,2.9,0,0,Teoresi s.p.a
392,42.48049281,1,1,42.0,Consult,HR,0,0,0,0,3.0,6.9,6.4,5.6,6.0,1,0,Soges s.p.a.
393,42.48049281,1,1,42.0,Consult,HR,0,0,0,0,7.0,6.2,5.7,4.8,4.4,1,0,Ebbinge
394,129.8069815,1,1,22.0,State,Teaching,1,1,1,0,3.0,4.8,5.7,4.8,3.7,1,0,Caisse des dépôts
395,8.016427105,1,0,41.0,IT,IT,0,0,0,0,3.8,4.1,5.7,5.6,4.4,1,0,Teoresi s.p.a
396,9.100616016,1,1,26.0,State,HR,0,0,0,0,5.4,6.2,7.2,4.8,6.7,0,1,Comune di modena
397,26.15195072,1,0,31.0,Building,Engineer,0,0,0,0,5.4,4.1,8.7,6.3,4.4,1,0,Bsk
398,66.49691992,1,1,38.0,Building,HR,0,0,0,0,7.0,4.1,4.9,5.6,6.7,1,0,Xervon gmbh
399,10.02053388,0,0,38.0,Agriculture,HR,0,1,0,0,7.8,2.6,4.1,7.9,6.7,0,1,Syngenta
400,6.53798768,1,1,26.0,Consult,HR,0,1,1,0,7.0,6.2,4.1,4.8,8.3,1,0,Soges s.p.a.
401,0.492813142,0,1,29.0,Retail,HR,1,1,1,0,4.6,5.5,1.8,7.1,6.7,1,0,Lidl italia
402,0.492813142,0,1,29.0,Retail,HR,1,1,1,0,4.6,1.0,5.7,8.7,2.9,1,0,Coin
403,0.492813142,0,1,29.0,Retail,HR,1,1,1,0,5.4,4.8,8.0,9.4,2.9,1,0,Coin
404,2.858316222,1,1,38.0,Building,HR,0,0,0,0,5.4,5.5,4.9,4.8,4.4,0,1,Xervon gmbh
405,2.858316222,1,1,38.0,Building,HR,0,0,0,0,6.2,6.2,4.9,3.3,2.9,0,1,Xervon gmbh
406,48.45995893,0,0,35.0,IT,IT,0,0,0,0,7.0,5.5,2.6,5.6,9.0,1,0,Marktel
407,15.14579055,0,1,39.0,etc,manage,0,1,0,0,3.8,7.6,4.9,7.1,9.0,1,0,Mcfit global group gmbh
408,133.8809035,1,0,19.0,manufacture,Accounting,0,1,0,0,6.2,3.4,5.7,7.1,6.7,0,1,Groupe delta dore
409,133.8809035,1,0,19.0,manufacture,Accounting,0,1,0,0,4.6,6.9,5.7,7.1,5.2,0,1,Simon
410,32.88706366,0,1,26.0,IT,HR,1,1,0,0,9.4,6.2,2.6,4.0,6.0,1,0,Giesecke & devrient
411,32.88706366,0,1,26.0,IT,HR,1,1,0,0,6.2,7.6,4.1,3.3,6.7,1,0,Teoresi s.p.a
412,63.14579055,1,0,32.0,Mining,Law,0,1,0,0,3.0,4.8,4.1,7.1,7.5,1,0,Dunlop conveyor belting
413,8.969199179,1,1,26.0,State,HR,1,0,0,0,5.4,6.2,7.2,4.8,6.7,0,1,Comune di modena
414,36.59958932,0,0,33.0,Retail,HR,0,1,0,0,4.6,6.2,8.0,7.1,5.2,0,1,General optica
415,36.59958932,0,0,33.0,Retail,HR,0,1,0,0,5.4,7.6,5.7,7.1,6.0,0,1,Caprabo
416,11.76180698,0,1,39.0,transport,HR,0,1,0,0,4.6,4.1,4.9,5.6,3.7,1,0,Systra
417,11.76180698,0,1,39.0,transport,HR,0,1,0,0,6.2,4.8,5.7,4.0,2.9,1,0,Sbb cargo
418,28.81314168,0,1,23.0,Retail,HR,0,0,0,0,7.0,4.1,8.0,4.8,4.4,1,0,Sarenza
419,18.56262834,0,1,24.0,manufacture,HR,0,1,0,0,3.8,7.6,8.0,4.8,2.9,1,0,Simon
420,1.80698152,0,1,26.0,Banks,Sales,0,1,0,1,5.4,7.6,4.1,4.8,7.5,0,0,Banco santander
421,1.80698152,0,1,26.0,Banks,Sales,0,1,0,1,5.4,7.6,4.1,5.6,9.0,0,0,Credit suisse
422,17.08418891,0,1,34.0,Banks,HR,0,1,0,0,1.4,6.9,8.0,4.0,5.2,1,0,Ing
423,1.938398357,0,1,26.0,Banks,Sales,0,1,0,1,5.4,7.6,4.1,4.8,7.5,0,0,Unicredit
424,1.938398357,0,1,26.0,Banks,Sales,0,1,0,1,5.4,7.6,4.1,5.6,9.0,0,0,Société générale
425,50.69404517,0,0,32.0,State,etc,0,1,0,0,3.8,3.4,7.2,10.0,5.2,0,1,Caisse des dépôts
426,41.65913758,0,1,29.0,Retail,HR,1,1,0,0,6.2,6.9,8.7,3.3,2.9,1,0,Lidl italia
427,103.5893224,0,1,21.0,Retail,HR,0,1,1,0,2.2,4.8,8.7,7.9,5.2,1,0,Edeka aktiengesellschaft
428,103.5893224,0,1,21.0,Retail,HR,0,1,1,0,3.8,3.4,8.7,7.1,3.7,1,0,Action
429,2.135523614,0,1,26.0,Banks,Sales,0,1,0,1,5.4,7.6,4.1,4.8,7.5,0,0,Credit suisse
430,2.135523614,0,1,26.0,Banks,Sales,0,1,0,1,5.4,7.6,4.1,5.6,9.0,0,0,Credit suisse
431,2.168377823,0,1,26.0,Banks,Sales,0,1,0,1,5.4,7.6,4.1,4.8,7.5,0,0,Credit suisse
432,2.168377823,0,1,26.0,Banks,Sales,0,1,0,1,5.4,7.6,4.1,5.6,9.0,0,0,Société générale
433,13.14168378,1,0,42.0,etc,Marketing,0,1,1,0,2.2,6.9,3.3,6.3,3.7,1,0,Teatro real
434,2.431211499,0,1,35.0,Telecom,HR,0,1,1,0,7.0,3.4,3.3,6.3,7.5,1,0,Vodafoneziggo
435,49.34702259,1,0,42.0,Consult,Consult,1,0,0,0,5.4,8.4,6.4,5.6,5.2,1,0,Vertone
436,79.11293634,0,0,28.0,IT,HR,0,0,0,0,2.2,5.5,7.2,4.8,3.7,1,0,Linkbynet
437,35.84394251,0,1,27.0,PowerGeneration,HR,0,0,0,1,3.0,2.6,6.4,7.1,7.5,0,0,Mbp group
438,35.84394251,0,1,27.0,PowerGeneration,HR,0,0,0,1,3.0,5.5,4.1,7.1,8.3,0,0,Sma solar technology ag
439,12.81314168,1,0,33.0,Building,Sales,0,0,1,0,7.8,3.4,7.2,4.0,5.2,0,1,Xervon gmbh
440,2.234086242,0,1,26.0,Banks,Sales,0,1,0,1,5.4,7.6,4.1,4.8,7.5,0,0,Credit suisse
441,2.234086242,0,1,26.0,Banks,Sales,0,1,0,1,5.4,7.6,4.1,5.6,9.0,0,0,Unicredit
